Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS▼,Player-additional
336,Robert Williams,C,26,POR,6,0,119,17,26,0.654,0,0,,17,26,0.654,0.654,7,9,0.778,11,27,38,5,7,7,7,17,41,williro04
337,Kira Lewis Jr.,PG,22,NOP,13,0,131,15,47,0.319,2,17,0.118,13,30,0.433,0.34,8,9,0.889,3,8,11,18,5,1,6,8,40,lewiski01
338,Jordan Nwora,SF,25,IND,6,0,79,16,36,0.444,5,16,0.313,11,20,0.55,0.514,3,4,0.75,7,10,17,7,5,1,8,8,40,nworajo01
339,Jeremiah Robinson-Earl,PF,23,NOP,10,1,107,14,29,0.483,6,11,0.545,8,18,0.444,0.586,6,6,1,10,16,26,6,2,0,6,9,40,robinje02
340,Delon Wright,PG,31,WAS,8,0,141,11,30,0.367,4,11,0.364,7,19,0.368,0.433,14,16,0.875,3,17,20,35,13,1,4,6,40,wrighde01
341,Kenneth Lofton Jr.,PF,21,MEM,15,0,99,14,37,0.378,3,10,0.3,11,27,0.407,0.419,8,15,0.533,2,13,15,14,3,3,6,15,39,loftoke01
342,Sam Merrill,SG,27,CLE,12,0,102,13,36,0.361,13,31,0.419,0,5,0,0.542,0,0,,4,8,12,8,2,0,3,10,39,merrisa01
343,Ben Simmons,PG,27,BRK,6,6,191,19,36,0.528,0,0,,19,36,0.528,0.528,1,4,0.25,16,49,65,40,3,5,15,16,39,simmobe01
344,Dru Smith,SG,26,MIA,9,0,131,15,33,0.455,7,17,0.412,8,16,0.5,0.561,2,2,1,6,8,14,14,9,3,5,12,39,smithdr01
345,Tre Mann,PG,22,OKC,8,0,85,16,32,0.5,5,13,0.385,11,19,0.579,0.578,1,1,1,3,14,17,12,3,0,7,3,38,manntr01
346,Luka Šamanić,PF,24,UTA,11,0,79,16,39,0.41,4,17,0.235,12,22,0.545,0.462,2,2,1,3,21,24,3,1,2,6,8,38,samanlu01
347,Anthony Gill,PF,31,WAS,14,0,93,13,28,0.464,0,5,0,13,23,0.565,0.464,11,14,0.786,8,14,22,7,3,4,9,10,37,gillan01
348,Andre Jackson Jr.,SG,22,MIL,18,3,144,15,24,0.625,6,12,0.5,9,12,0.75,0.75,0,0,,11,11,22,13,5,0,8,28,36,jacksan01
349,Dāvis Bertāns,PF,31,OKC,8,0,66,7,18,0.389,7,17,0.412,0,1,0,0.583,14,15,0.933,0,5,5,6,2,2,0,9,35,bertada01
350,Richaun Holmes,C,30,DAL,12,1,130,14,28,0.5,0,0,,14,28,0.5,0.5,7,15,0.467,18,28,46,7,1,6,9,20,35,holmeri01
351,Wesley Matthews,SG,37,ATL,13,1,148,8,32,0.25,6,26,0.231,2,6,0.333,0.344,13,17,0.765,4,14,18,9,8,1,4,18,35,matthwe02
352,Mike Muscala,C,32,WAS,11,2,128,12,31,0.387,5,19,0.263,7,12,0.583,0.468,6,8,0.75,5,19,24,9,2,3,8,11,35,muscami01
353,Cody Zeller,C,31,NOP,20,0,189,11,34,0.324,0,1,0,11,33,0.333,0.324,13,24,0.542,22,35,57,21,4,2,6,24,35,zelleco01
354,Jamal Cain,PF,24,MIA,7,0,105,13,29,0.448,4,15,0.267,9,14,0.643,0.517,4,7,0.571,5,7,12,1,6,1,2,5,34,cainja01
355,Olivier-Maxence Prosper,PF,21,DAL,13,0,112,10,28,0.357,5,19,0.263,5,9,0.556,0.446,9,14,0.643,4,16,20,8,1,1,1,8,34,prospol01
356,Furkan Korkmaz,SG,26,PHI,16,0,118,11,31,0.355,4,16,0.25,7,15,0.467,0.419,7,9,0.778,1,7,8,8,10,0,7,8,33,korkmfu01
357,Ben Sheppard,SG,22,IND,10,0,64,12,28,0.429,7,18,0.389,5,10,0.5,0.554,2,2,1,1,4,5,5,2,0,1,8,33,sheppbe01
358,Dalano Banton,PG,24,BOS,11,1,91,13,27,0.481,1,7,0.143,12,20,0.6,0.5,5,6,0.833,10,15,25,5,2,2,5,12,32,bantoda01
359,Jalen McDaniels,SF,26,TOR,15,0,138,13,46,0.283,4,22,0.182,9,24,0.375,0.326,2,2,1,4,14,18,9,5,3,6,13,32,mcdanja01
360,Ryan Rollins,PG,21,WAS,8,0,49,9,18,0.5,1,2,0.5,8,16,0.5,0.528,13,16,0.813,2,8,10,10,8,2,7,6,32,rolliry01
361,Nick Smith Jr.,SG,19,CHO,8,0,57,12,25,0.48,8,12,0.667,4,13,0.308,0.64,0,0,,2,3,5,2,1,2,2,5,32,smithni01
362,Kobe Brown,PF,24,LAC,14,0,145,12,34,0.353,6,22,0.273,6,12,0.5,0.441,1,2,0.5,6,22,28,7,1,3,2,27,31,brownko01
363,AJ Griffin,SF,20,ATL,12,0,110,10,34,0.294,8,25,0.32,2,9,0.222,0.412,2,2,1,2,10,12,4,1,0,4,6,30,griffaj01
364,Mason Plumlee,C,33,LAC,6,0,102,12,19,0.632,0,0,,12,19,0.632,0.632,6,14,0.429,8,25,33,6,4,1,5,6,30,plumlma01
365,Taylor Hendricks,PF,20,UTA,6,0,103,11,29,0.379,5,17,0.294,6,12,0.5,0.466,2,3,0.667,4,7,11,3,6,5,4,9,29,hendrita01
366,Colby Jones,SG,21,SAC,10,0,71,13,28,0.464,1,8,0.125,12,20,0.6,0.482,2,3,0.667,6,8,14,2,2,1,4,10,29,jonesco02
367,Vasilije Micić,PG,30,OKC,9,0,114,10,29,0.345,5,17,0.294,5,12,0.417,0.431,4,6,0.667,0,5,5,27,2,0,10,6,29,micicva01
368,Kris Murray,SF,23,POR,12,0,128,10,30,0.333,6,19,0.316,4,11,0.364,0.433,3,5,0.6,5,13,18,4,8,1,1,10,29,murrakr01
369,Otto Porter Jr.,SF,30,TOR,11,1,130,10,26,0.385,7,19,0.368,3,7,0.429,0.519,1,1,1,6,18,24,3,4,4,2,12,28,porteot01
370,Moussa Diabaté,C,22,LAC,9,0,55,9,18,0.5,0,0,,9,18,0.5,0.5,9,12,0.75,14,5,19,4,4,0,2,4,27,diabamo01
371,Miles McBride,PG,23,NYK,14,0,67,10,20,0.5,6,15,0.4,4,5,0.8,0.65,1,2,0.5,1,2,3,6,4,0,0,8,27,mcbrimi01
372,Amen Thompson,SF,21,HOU,5,0,77,10,24,0.417,2,12,0.167,8,12,0.667,0.458,5,8,0.625,3,13,16,7,2,1,6,10,27,thompam01
373,Jock Landale,C,28,HOU,14,0,123,10,28,0.357,2,10,0.2,8,18,0.444,0.393,4,4,1,11,15,26,8,4,3,8,11,26,landajo01
374,Lindy Waters III,SG,26,OKC,9,0,70,9,22,0.409,8,21,0.381,1,1,1,0.591,0,0,,1,5,6,6,0,1,0,6,26,waterli01
375,Jalen Pickett,SG,24,DEN,11,0,74,9,20,0.45,5,14,0.357,4,6,0.667,0.575,2,2,1,1,9,10,7,3,0,6,7,25,pickeja02
376,Kessler Edwards,SF,23,SAC,17,0,102,9,24,0.375,5,15,0.333,4,9,0.444,0.479,1,2,0.5,3,12,15,5,2,2,1,9,24,edwarke02
377,Joe Harris,SG,32,DET,8,0,101,9,26,0.346,6,19,0.316,3,7,0.429,0.462,0,0,,2,5,7,6,2,1,3,12,24,harrijo01
378,KJ Martin,SF,23,TOT,13,0,95,10,24,0.417,1,6,0.167,9,18,0.5,0.438,3,6,0.5,4,11,15,6,6,1,5,15,24,martike04
379,Gabe Vincent,PG,27,LAL,4,0,113,11,28,0.393,1,14,0.071,10,14,0.714,0.411,1,2,0.5,2,2,4,12,6,0,2,10,24,vincega01
380,Harry Giles,C,25,BRK,4,0,21,10,14,0.714,1,4,0.25,9,10,0.9,0.75,2,4,0.5,2,2,4,0,0,1,1,3,23,gilesha01
381,A.J. Lawson,SG,23,DAL,6,0,50,9,23,0.391,3,14,0.214,6,9,0.667,0.457,2,4,0.5,2,2,4,3,0,1,1,2,23,lawsoaj01
382,Cory Joseph,PG,32,GSW,11,0,121,7,28,0.25,4,19,0.211,3,9,0.333,0.321,4,7,0.571,2,8,10,24,3,1,5,10,22,josepco01
383,Reggie Bullock,SF,32,HOU,10,0,89,7,19,0.368,6,17,0.353,1,2,0.5,0.526,1,1,1,2,11,13,3,1,1,2,7,21,bullore01
384,Jake LaRavia,PF,22,MEM,6,0,77,9,26,0.346,2,15,0.133,7,11,0.636,0.385,1,2,0.5,3,5,8,4,1,0,3,11,21,laravja01
385,Garrison Mathews,SG,27,ATL,11,1,92,7,19,0.368,7,19,0.368,0,0,,0.553,0,0,,2,9,11,2,4,0,2,10,21,mathega01
386,Collin Gillespie,PG,24,DEN,10,0,81,8,19,0.421,3,12,0.25,5,7,0.714,0.5,1,1,1,0,3,3,8,5,0,4,9,20,gilleco01
387,P.J. Tucker,PF,38,TOT,15,3,239,6,19,0.316,5,16,0.313,1,3,0.333,0.447,3,3,1,16,27,43,8,9,3,4,35,20,tuckepj01
388,Jarace Walker,PF,20,IND,6,0,47,8,21,0.381,1,7,0.143,7,14,0.5,0.405,3,3,1,1,7,8,8,2,3,2,8,20,walkeja02
389,Cam Whitmore,SF,19,HOU,5,0,32,7,15,0.467,1,5,0.2,6,10,0.6,0.5,5,10,0.5,1,7,8,2,1,0,2,2,20,whitmca01
390,Armoni Brooks,PG,25,BRK,6,0,49,7,18,0.389,5,13,0.385,2,5,0.4,0.528,0,0,,2,8,10,1,0,0,1,1,19,brookar01
391,Sandro Mamukelashvili,C,24,SAS,8,0,59,6,15,0.4,2,7,0.286,4,8,0.5,0.467,5,6,0.833,6,8,14,8,2,1,3,9,19,mamuksa01
392,Markieff Morris,PF,34,DAL,7,0,63,7,24,0.292,5,16,0.313,2,8,0.25,0.396,0,0,,3,8,11,5,3,1,5,4,19,morrima02
393,Maxi Kleber,C,32,DAL,5,1,90,4,16,0.25,3,9,0.333,1,7,0.143,0.344,6,10,0.6,4,17,21,10,1,1,4,8,17,klebima01
394,Josh Minott,SF,21,MIN,10,0,25,7,13,0.538,0,5,0,7,8,0.875,0.538,3,5,0.6,1,2,3,1,0,1,0,4,17,minotjo01
395,Svi Mykhailiuk,SF,26,BOS,8,0,59,6,17,0.353,4,14,0.286,2,3,0.667,0.471,0,0,,1,4,5,1,3,0,4,4,16,mykhasv01
396,Cole Swider,SF,24,MIA,3,0,29,6,14,0.429,4,11,0.364,2,3,0.667,0.571,0,0,,0,1,1,3,1,1,1,1,16,swideco01
397,Patrick Baldwin Jr.,SF,21,WAS,6,0,36,4,11,0.364,3,5,0.6,1,6,0.167,0.5,4,4,1,2,7,9,3,0,1,0,4,15,baldwpa01
398,Alex Len,C,30,SAC,6,0,41,6,8,0.75,0,1,0,6,7,0.857,0.75,3,7,0.429,7,9,16,5,1,5,2,2,15,lenal01
399,Oshae Brissett,SF,25,BOS,9,0,90,3,17,0.176,1,9,0.111,2,8,0.25,0.206,7,12,0.583,8,13,21,3,4,0,2,9,14,brissos01
400,Amir Coffey,SF,26,LAC,11,0,67,5,13,0.385,0,3,0,5,10,0.5,0.385,4,4,1,3,5,8,3,1,0,2,5,14,coffeam01
401,Jalen Hood-Schifino,SG,20,LAL,5,0,52,4,18,0.222,1,8,0.125,3,10,0.3,0.25,5,10,0.5,1,5,6,4,0,1,4,7,14,hoodsja01
402,Nikola Jović,PF,20,MIA,4,1,48,4,12,0.333,3,7,0.429,1,5,0.2,0.458,3,4,0.75,1,22,23,9,1,0,5,9,14,jovicni01
403,Dereon Seabron,SG,23,NOP,5,0,52,4,13,0.308,1,2,0.5,3,11,0.273,0.346,5,6,0.833,1,6,7,4,2,1,0,4,14,seabrde01
404,Luka Garza,C,25,MIN,5,0,16,4,11,0.364,0,2,0,4,9,0.444,0.364,5,8,0.625,3,3,6,1,0,0,1,4,13,garzalu01
405,Chuma Okeke,SF,25,ORL,10,0,50,5,14,0.357,3,10,0.3,2,4,0.5,0.464,0,0,,3,8,11,3,1,0,3,0,13,okekech01
406,Jared Rhoden,SG,24,DET,5,0,30,5,9,0.556,1,4,0.25,4,5,0.8,0.611,2,2,1,1,3,4,3,0,0,2,4,13,rhodeja01
407,Jeenathan Williams,SG,24,HOU,4,0,22,6,11,0.545,0,2,0,6,9,0.667,0.545,1,2,0.5,0,0,0,2,1,0,0,2,13,willije02
408,Emoni Bates,SF,20,CLE,7,0,52,4,15,0.267,3,12,0.25,1,3,0.333,0.367,1,2,0.5,1,8,9,2,1,1,1,2,12,batesem01
409,Moses Brown,C,24,POR,4,0,30,6,12,0.5,0,0,,6,12,0.5,0.5,0,2,0,8,9,17,1,1,1,1,2,12,brownmo01
410,Jordan Ford,PG,25,SAC,6,0,22,4,7,0.571,2,3,0.667,2,4,0.5,0.714,2,2,1,0,2,2,2,0,0,1,0,12,fordjo01
411,Neemias Queta,C,24,BOS,3,0,31,4,10,0.4,0,0,,4,10,0.4,0.4,4,5,0.8,8,9,17,0,1,0,2,2,12,quetane01
412,Olivier Sarr,C,24,OKC,5,0,54,3,6,0.5,2,3,0.667,1,3,0.333,0.667,4,6,0.667,4,16,20,1,0,5,2,10,12,sarrol01
413,Dalen Terry,SG,21,CHI,9,0,49,4,13,0.308,2,8,0.25,2,5,0.4,0.385,2,4,0.5,2,8,10,6,0,3,1,5,12,terryda01
414,Julian Phillips,SF,20,CHI,14,0,69,5,17,0.294,0,8,0,5,9,0.556,0.294,1,4,0.25,2,8,10,6,1,0,2,9,11,phillju01
415,Jericho Sims,C,25,NYK,11,2,64,5,7,0.714,0,0,,5,7,0.714,0.714,1,3,0.333,5,14,19,2,0,1,2,6,11,simsje01
416,Garrett Temple,SG,37,TOR,5,0,16,4,5,0.8,1,1,1,3,4,0.75,0.9,2,2,1,0,2,2,2,1,0,0,0,11,templga01
417,Jamaree Bouyea,PG,24,POR,6,0,57,5,21,0.238,0,8,0,5,13,0.385,0.238,0,0,,2,8,10,8,0,0,8,3,10,bouyeja01
418,Trent Forrest,SG,25,ATL,5,0,43,3,9,0.333,0,0,,3,9,0.333,0.333,4,4,1,2,0,2,8,0,0,2,4,10,forretr01
419,Saben Lee,PG,24,PHO,4,0,11,4,7,0.571,0,1,0,4,6,0.667,0.571,2,2,1,2,1,3,3,0,1,0,1,10,leesa01
420,Boban Marjanović,C,35,HOU,3,0,20,5,9,0.556,0,1,0,5,8,0.625,0.556,0,1,0,2,6,8,3,0,1,0,2,10,marjabo01
421,Nate Hinton,SG,24,HOU,4,0,16,3,6,0.5,3,3,1,0,3,0,0.75,0,0,,1,2,3,0,0,0,0,2,9,hintona01
422,D'Moi Hodge,SG,25,LAL,6,0,33,3,12,0.25,2,10,0.2,1,2,0.5,0.333,1,2,0.5,0,0,0,2,1,1,1,4,9,hodgedm01
423,Damian Jones,C,28,CLE,11,0,54,4,8,0.5,0,0,,4,8,0.5,0.5,1,2,0.5,4,7,11,3,1,2,4,4,9,jonesda03
424,Lamar Stevens,PF,26,BOS,6,0,20,4,7,0.571,1,1,1,3,6,0.5,0.643,0,0,,4,2,6,2,1,1,3,4,9,stevela01
425,Thanasis Antetokounmpo,PF,31,MIL,9,0,48,4,9,0.444,0,0,,4,9,0.444,0.444,0,0,,3,2,5,4,2,1,5,7,8,antetth01
426,Dominick Barlow,PF,20,SAS,7,0,35,3,7,0.429,0,0,,3,7,0.429,0.429,2,4,0.5,0,5,5,0,1,0,0,2,8,barlodo01
427,Devonte' Graham,PG,28,SAS,3,0,36,2,7,0.286,0,4,0,2,3,0.667,0.286,4,5,0.8,1,1,2,11,2,1,2,2,8,grahade01
428,Jett Howard,SF,20,ORL,6,0,28,3,12,0.25,1,9,0.111,2,3,0.667,0.292,1,2,0.5,1,2,3,3,0,0,2,1,8,howarje01
429,Jordan McLaughlin,PG,27,MIN,6,0,27,2,5,0.4,2,3,0.667,0,2,0,0.6,2,2,1,0,0,0,6,1,2,0,2,8,mclaujo01
430,Daishen Nix,PG,21,MIN,6,0,21,3,8,0.375,2,5,0.4,1,3,0.333,0.5,0,2,0,0,1,1,0,1,0,0,0,8,nixda01
431,Bruno Fernando,C,25,ATL,5,0,16,3,9,0.333,0,1,0,3,8,0.375,0.333,1,1,1,3,1,4,0,0,0,4,3,7,fernabr01
432,DaQuan Jeffries,SG,26,NYK,7,0,19,3,8,0.375,1,4,0.25,2,4,0.5,0.438,0,2,0,0,3,3,1,0,0,1,1,7,jeffrda01
433,Justin Minaya,SF,24,POR,6,0,38,2,6,0.333,2,4,0.5,0,2,0,0.5,1,2,0.5,4,1,5,0,0,1,1,2,7,minayju01
434,Admiral Schofield,PF,26,ORL,6,0,22,3,9,0.333,1,6,0.167,2,3,0.667,0.389,0,2,0,0,3,3,1,0,0,3,5,7,schofad01
435,Blake Wesley,SG,20,SAS,5,0,24,3,8,0.375,0,1,0,3,7,0.429,0.375,1,2,0.5,1,1,2,5,0,1,1,3,7,weslebl01
436,Colin Castleton,C,23,LAL,3,0,23,2,5,0.4,0,0,,2,5,0.4,0.4,2,2,1,3,3,6,2,0,0,0,5,6,castlco01
437,Patty Mills,PG,35,ATL,2,0,22,2,6,0.333,2,4,0.5,0,2,0,0.5,0,0,,0,2,2,2,1,1,1,2,6,millspa02
438,Aleksej Pokusevski,PF,22,OKC,7,0,43,2,11,0.182,1,8,0.125,1,3,0.333,0.227,1,2,0.5,2,6,8,5,0,1,3,5,6,pokusal01
439,Jermaine Samuels,SF,25,HOU,5,0,29,2,4,0.5,0,2,0,2,2,1,0.5,2,2,1,1,6,7,2,0,1,0,3,6,samueje01
440,Leaky Black,SF,24,CHO,4,0,17,2,5,0.4,1,2,0.5,1,3,0.333,0.5,0,0,,0,2,2,1,1,2,0,1,5,blackle01
441,James Bouknight,SG,23,CHO,1,0,5,2,3,0.667,1,2,0.5,1,1,1,0.833,0,0,,1,0,1,0,0,0,0,0,5,bouknja01
442,Chris Livingston,SF,20,MIL,3,0,12,2,3,0.667,1,1,1,1,2,0.5,0.833,0,0,,1,1,2,1,1,0,1,0,5,livinch01
443,Jordan Miller,SF,24,LAC,2,0,7,2,3,0.667,1,1,1,1,2,0.5,0.833,0,0,,0,0,0,0,0,0,0,2,5,millejo02
444,Lester Quinones,SG,23,GSW,2,0,9,2,6,0.333,1,4,0.25,1,2,0.5,0.417,0,0,,0,0,0,0,0,0,1,1,5,quinole01
445,Rayan Rupert,SG,19,POR,7,0,31,1,12,0.083,1,6,0.167,0,6,0,0.125,2,4,0.5,1,0,1,2,2,0,2,1,5,ruperra01
446,Jarred Vanderbilt,PF,24,LAL,4,0,60,2,7,0.286,0,4,0,2,3,0.667,0.286,1,2,0.5,5,13,18,4,2,2,1,4,5,vandeja01
447,Dexter Dennis,SG,24,DAL,2,0,7,2,6,0.333,0,3,0,2,3,0.667,0.333,0,1,0,1,1,2,0,0,0,0,0,4,dennide01
448,Alex Fudge,SF,20,LAL,4,0,14,1,6,0.167,0,2,0,1,4,0.25,0.167,2,2,1,2,0,2,0,0,0,1,1,4,fudgeal01
449,Ty Jerome,SG,26,CLE,2,0,15,2,4,0.5,0,1,0,2,3,0.667,0.5,0,0,,1,0,1,3,0,0,1,2,4,jeromty01
450,E.J. Liddell,PF,23,NOP,3,0,9,1,4,0.25,0,3,0,1,1,1,0.25,2,2,1,0,2,2,0,0,1,1,1,4,liddeej01
451,Gui Santos,PF,21,GSW,2,0,12,2,4,0.5,0,1,0,2,3,0.667,0.5,0,0,,2,2,4,1,0,0,2,2,4,santogu01
452,Jalen Slawson,SF,24,SAC,5,0,19,2,3,0.667,0,1,0,2,2,1,0.667,0,0,,0,4,4,2,0,1,2,3,4,slawsja01
453,Terry Taylor,PF,24,CHI,6,0,12,2,2,1,0,0,,2,2,1,1,0,0,,1,1,2,0,1,0,0,0,4,taylote01
454,Thaddeus Young,PF,35,TOR,3,0,10,2,4,0.5,0,0,,2,4,0.5,0.5,0,2,0,1,2,3,3,0,0,1,0,4,youngth01
455,Braxton Key,SF,26,DEN,6,0,15,1,5,0.2,0,2,0,1,3,0.333,0.2,1,2,0.5,0,3,3,5,0,0,0,3,3,keybr01
456,Maxwell Lewis,SF,21,LAL,11,0,52,1,9,0.111,1,3,0.333,0,6,0,0.167,0,0,,1,2,3,3,2,0,5,2,3,lewisma05
457,Filip Petrušev,C,23,TOT,3,0,10,1,2,0.5,0,0,,1,2,0.5,0.5,1,2,0.5,0,1,1,0,0,0,0,1,3,petrufi01
458,TyTy Washington Jr.,PG,22,MIL,2,0,6,1,3,0.333,1,2,0.5,0,1,0,0.5,0,0,,0,1,1,0,1,0,2,0,3,washity02
459,Dylan Windler,SF,27,NYK,3,0,7,1,2,0.5,1,2,0.5,0,0,,0.75,0,0,,0,1,1,1,0,0,0,1,3,windldy01
460,Udoka Azubuike,C,24,PHO,2,0,9,1,1,1,0,0,,1,1,1,1,0,0,,0,4,4,0,0,0,0,1,2,azubuud01
461,Amari Bailey,PG,19,CHO,1,0,3,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,2,0,2,0,0,0,0,0,2,baileam01
462,Jules Bernard,SG,24,WAS,2,0,10,1,5,0.2,0,3,0,1,2,0.5,0.2,0,0,,1,0,1,1,0,0,1,1,2,bernaju01
463,Bol Bol,PF,24,PHO,5,0,12,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,3,3,0,0,1,2,1,2,bolbo01
464,Evan Fournier,SG,31,NYK,1,0,16,1,6,0.167,0,4,0,1,2,0.5,0.167,0,0,,0,1,1,1,1,0,0,2,2,fournev01
465,Shaquille Harrison,SG,30,MEM,3,0,6,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,2,2,0,0,1,0,0,2,harrish01
466,Jay Huff,C,25,DEN,2,0,2,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,2,huffja01
467,Robin Lopez,C,35,MIL,5,0,13,0,1,0,0,1,0,0,0,,0,2,2,1,0,0,0,1,0,0,1,3,2,lopezro01
468,Leonard Miller,SF,20,MIN,3,0,6,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,6,6,1,0,0,0,1,2,millele01
469,Isaiah Mobley,PF,24,CLE,2,0,10,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0,2,2,3,1,0,1,2,2,mobleis01
470,Xavier Moon,SG,29,LAC,1,0,7,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,0,0,2,0,0,1,1,2,moonxa01
471,Markquis Nowell,SG,24,TOR,1,0,4,0,1,0,0,0,,0,1,0,0,2,2,1,2,0,2,2,1,0,0,0,2,nowelma01
472,Hunter Tyson,PF,23,DEN,7,0,18,1,4,0.25,0,3,0,1,1,1,0.25,0,0,,0,4,4,1,0,0,0,5,2,tysonhu01
473,Jalen Wilson,PF,23,BRK,3,0,11,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,1,1,2,0,0,1,0,0,2,wilsoja03
474,Kobe Bufkin,SG,20,ATL,2,0,4,0,3,0,0,1,0,0,2,0,0,1,2,0.5,1,1,2,0,0,0,0,0,1,bufkiko01
475,Dariq Whitehead,SF,19,BRK,1,0,3,0,0,,0,0,,0,0,,,1,2,0.5,0,0,0,0,0,1,0,0,1,whiteda01
476,Oscar Tshiebwe,PF,24,IND,1,0,6,0,1,0,0,0,,0,1,0,0,1,2,0.5,0,1,1,0,0,0,0,1,1,tshieos01
477,Ryan Arcidiacono,PG,29,NYK,6,0,13,0,1,0,0,1,0,0,0,,0,0,0,,0,3,3,1,1,0,0,0,0,arcidry01
478,Onuralp Bitim,SG,24,CHI,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,bitimon01
479,Marques Bolden,C,25,MIL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,1,0,boldema01
480,Charlie Brown Jr.,SG,26,NYK,1,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,2,0,0,brownch02
481,Malcolm Cazalon,SG,22,DET,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,cazalma01
482,Sidy Cissoko,SF,19,SAS,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,0,0,cissosi01
483,Noah Clowney,PF,19,BRK,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,clownno01
484,Kaiser Gates,SF,27,NOP,1,0,7,0,4,0,0,2,0,0,2,0,0,0,0,,0,1,1,0,0,0,0,0,0,gateska01
485,Danny Green,SG,36,PHI,2,0,18,0,2,0,0,1,0,0,1,0,0,0,0,,0,2,2,1,1,0,0,1,0,greenda02
486,Mouhamed Gueye,PF,21,ATL,2,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,1,0,0,1,0,gueyemo02
487,R.J. Hampton,PG,22,MIA,1,0,2,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,hamptrj01
488,Ron Harper Jr.,PF,23,TOR,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,2,0,harpero02
489,Gregory Jackson II,PF,19,MEM,3,0,7,0,4,0,0,2,0,0,2,0,0,0,0,,1,2,3,0,1,0,1,0,0,jacksgg01
490,Keyontae Johnson,SF,23,OKC,1,0,6,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,johnske08
491,Wendell Moore Jr.,SG,22,MIN,3,0,7,0,2,0,0,2,0,0,0,,0,0,0,,0,1,1,1,0,0,0,0,0,moorewe01
492,Jerome Robinson,SG,26,GSW,1,0,5,0,2,0,0,0,,0,2,0,0,0,0,,1,1,2,0,0,0,0,0,0,robinje01
493,Brice Sensabaugh,SF,20,UTA,1,0,2,0,2,0,0,0,,0,2,0,0,0,0,,1,1,2,0,0,0,0,0,0,sensabr01
494,Jacob Toppin,SF,23,NYK,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,1,0,0,0,toppija01
495,Ish Wainright,SF,29,POR,2,0,5,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,1,0,0,1,0,wainris01
496,Lindell Wigginton,PG,25,MIL,1,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,1,1,0,wiggili01
